,User,Trial,Gesture Frequency,Self-Claimed Level,GRS,Volume of Motion,80% Volume of Motion,Time to Completion,Economy of Motion
37,E,5,2,E,21,7.2497294091219215,7.2497294091219215,3.5,6.54543200212722
38,F,1,1,I,16,0.07263662930518497,0.07263662930518497,1.1,3.5359842467083675
39,F,1,2,I,16,0.010648499175411838,0.010648499175411838,2.033333333333333,3.916494956297443
40,F,2,1,I,20,0.3271161395972946,0.3271161395972946,1.7,4.027205099341012
41,F,2,2,I,20,0.025501574746891777,0.025501574746891777,2.566666666666667,4.736505014642697
42,F,3,1,I,10,3.6440467334272633,3.6440467334272633,8.733333333333333,8.619465481453139
43,F,3,2,I,10,2.456143219706795,2.456143219706795,12.033333333333333,5.198925248534513
44,F,4,1,I,10,0.12992482598699764,0.12992482598699764,1.3666666666666667,3.6326155802422604
45,F,4,2,I,10,2.7393271756888318,2.7393271756888318,6.933333333333334,11.217406245861671
46,F,5,1,I,15,0.0002436447616860403,0.0002436447616860403,2.2666666666666666,1.947424838419395
47,F,5,2,I,15,0.0010265601685645314,0.0010265601685645314,2.7333333333333334,1.5918989789192832
48,G,1,1,N,9,17.875862565891403,17.875862565891403,9.233333333333333,18.938098217401933
49,G,1,2,N,9,3.0954501624872353,3.0954501624872353,3.8666666666666667,4.254942658779275
50,G,2,1,N,11,2.0565307063574934,2.0565307063574934,8.6,7.767804509365121
51,G,2,2,N,11,1.2007273863925207,1.2007273863925207,12.6,9.806238080937787
52,G,3,1,N,10,0.08724390788428082,0.08724390788428082,9.766666666666667,11.220320354911228
53,G,3,2,N,10,582.632727964115,582.632727964115,18.333333333333332,11.500058114592624
54,G,4,1,N,6,5.951766627581618,5.951766627581618,9.3,9.481524154722992
55,G,4,2,N,6,11.125376385402237,11.125376385402237,8.166666666666666,8.808797525945414
56,G,4,3,N,6,0.0035384312123401935,0.0035384312123401935,4.0,6.623255050374245
57,G,4,4,N,6,2.648752963396271,2.648752963396271,2.7666666666666666,2.854644763558271
58,G,5,1,N,11,4.860933260432501,4.860933260432501,7.8,9.395855442108717
59,G,5,2,N,11,4.066010883486131,4.066010883486131,15.0,9.08548089397004
60,H,4,1,N,22,0.08162538926127595,0.08162538926127595,7.333333333333333,7.429924115165862
61,H,5,1,N,18,0.008171317228405606,0.008171317228405606,0.6,1.9623878188481538
62,H,5,2,N,18,7.486740727493028,7.486740727493028,12.5,12.296689181820616
63,I,1,1,N,9,9.006785466690081,9.006785466690081,5.1,6.810279057684427
64,I,1,2,N,9,20.188665670266587,20.188665670266587,5.8,10.047347409120324
65,I,2,1,N,8,0.5778410655004217,0.5778410655004217,10.266666666666667,5.11583424962552
66,I,3,1,N,8,1.0487221276313374,1.0487221276313374,5.2,3.830323761994757
67,I,3,2,N,8,2.8482310491108014,2.8482310491108014,11.333333333333334,12.256633963162324
68,I,5,1,N,6,0.786876288663596,0.786876288663596,5.4,4.187143362193539
69,I,5,2,N,6,27.064974511034915,27.064974511034915,22.566666666666666,36.0361348426026
